timestamp,label,FC3,C3,CP3,Cz,FCz,FC4,C4,CP4
2025-12-12 17:58:07.530206,Right,1621.0059630957676,1955.4348545376724,1946.9536454009237,1940.7273607809993,1077.0657754934275,1785.3076889416968,1793.1665452041316,2025.6124297926197
2025-12-12 17:58:07.547268,Right,8736.932080188271,10539.75292483139,10493.997740861509,10460.383464344253,5785.020152988476,9623.831215340753,9665.370406536415,10917.258904974069
2025-12-12 17:58:07.550260,Right,20053.70923916271,24189.965528044784,24084.58224085875,24007.903046752606,13191.02873458672,22092.558637375532,22184.787434924612,25053.187991316416
2025-12-12 17:58:07.553263,Right,25168.817486483746,30349.20692779495,30215.330732101684,30122.641193484975,16358.034431401633,27729.834490860205,27838.553320064973,31425.236779968764
2025-12-12 17:58:07.558297,Right,17191.34498016313,20703.00441582079,20607.048061949332,20555.004698386547,10927.165397759734,18936.18871586961,18999.266045949444,21429.159946324173
2025-12-12 17:58:07.561284,Right,2135.2221389702026,2527.9875460106123,2506.353406836657,2524.6521707073407,1176.7317173810225,2340.4129840441747,2331.0419712151634,2612.812864636857
2025-12-12 17:58:07.565293,Right,-9341.510361627035,-11298.013309113769,-11261.157970646658,-11194.457253600034,-5980.649345834696,-10299.221192115161,-10358.80256440927,-11691.832897407352
2025-12-12 17:58:07.569320,Right,-12285.0240369268,-14819.457167959306,-14764.603401541593,-14693.94878682273,-7778.5208093786205,-13525.726541101118,-13596.927512797294,-15335.814439786132
2025-12-12 17:58:07.573309,Right,-8735.362016161496,-10534.070999849704,-10494.492534514226,-10445.984341519652,-5677.882955644745,-9609.041518194834,-9664.139252989204,-10908.291580668418
2025-12-12 17:58:07.577345,Right,-3694.784495044092,-4471.118198373355,-4457.587151863729,-4428.503549042973,-2527.312194949918,-4066.9575049772975,-4097.0456559827435,-4634.7764593992615
2025-12-12 17:58:07.581341,Right,-1051.298324321513,-1285.2928879238898,-1287.2479658522643,-1264.5490627136314,-649.3622834118432,-1161.8045251218136,-1175.8074344565393,-1328.1922498331987
2025-12-12 17:58:07.586291,Right,-1686.1918176524923,-2036.3763451291015,-2035.5772813601652,-2011.3650960756931,-956.3453542219941,-1853.112598698528,-1868.9962304778164,-2101.2921270414954
2025-12-12 17:58:07.589367,Right,-3886.0786454311456,-4687.631841639173,-4674.8007264781045,-4645.575197167927,-2552.364092688076,-4270.888340787147,-4298.960184414056,-4853.667967532994
2025-12-12 17:58:07.593371,Right,-5258.955035685911,-6357.806287527899,-6338.088967096759,-6303.262973592849,-3563.42105179833,-5792.332943101064,-5826.047888440429,-6588.024099504808
2025-12-12 17:58:07.597324,Right,-4731.802061393973,-5723.035460951272,-5706.638404329075,-5672.752863340662,-3050.703644496796,-5219.165476150229,-5245.732919391943,-5923.958352634334
2025-12-12 17:58:07.601396,Right,-3181.1826619013445,-3834.9137423448265,-3825.513460043934,-3802.097359062289,-1896.6644879466621,-3503.450545111671,-3520.24127454916,-3963.5991811625427
2025-12-12 17:58:07.605399,Right,-2280.0015094465343,-2742.078905959381,-2735.498139031348,-2721.730882592383,-1476.040755329479,-2503.6249070496997,-2518.463329284219,-2839.332491267356
2025-12-12 17:58:07.609508,Right,-2700.592250287533,-3265.182961806073,-3256.313865024131,-3240.3204044479644,-1931.9878748258343,-2976.125191889587,-2994.388832845725,-3388.26533734682
2025-12-12 17:58:07.614460,Right,-3515.3031465606764,-4254.58862179087,-4242.70828030305,-4218.783746646717,-2317.9186230654013,-3884.671684621135,-3903.8140487492783,-4406.912550310139
2025-12-12 17:58:07.617531,Right,-3455.5733555110637,-4166.371862629196,-4154.502564444207,-4131.509893152281,-2064.151990400511,-3813.0834891679697,-3829.590685551055,-4308.159802069189
2025-12-12 17:58:07.621391,Right,-2526.595585215953,-3037.05780860316,-3028.2014354084386,-3014.225283169537,-1572.0498706036597,-2778.700367885409,-2793.2731761117466,-3145.1526925623184
2025-12-12 17:58:07.625451,Right,-1917.0435608668486,-2318.9901879953686,-2313.13865326182,-2301.5729467255296,-1419.3540314483107,-2111.650684763328,-2125.9492919105105,-2412.0354584546294
2025-12-12 17:58:07.629412,Right,-2308.098339813412,-2804.559902805602,-2798.71648360556,-2779.424105303129,-1609.7984459793079,-2553.668614124763,-2567.3185551624047,-2911.416351106949
2025-12-12 17:58:07.633487,Right,-2922.0514041640563,-3530.5842852991773,-3522.2758022117196,-3498.604485014803,-1756.6572285497678,-3225.8805587312672,-3238.356328330352,-3651.962735108682
2025-12-12 17:58:07.637505,Right,-2674.720928385388,-3214.16590120655,-3205.020270755631,-3187.635709399474,-1611.789714268234,-2939.5551886954345,-2950.9683696585707,-3324.0188802982448
2025-12-12 17:58:07.642607,Right,-1761.3315840021241,-2120.8463328456273,-2114.7172192112776,-2103.679128774442,-1261.5092324471334,-1933.2471488895826,-1942.4133476552088,-2200.187553147669
2025-12-12 17:58:07.645595,Right,-1348.4076547741424,-1639.2546338955872,-1636.3146643016953,-1622.0780526209855,-1012.0467543434352,-1490.3062256593257,-1495.955527052749,-1700.1470018120017
2025-12-12 17:58:07.648593,Right,-1853.7787929875776,-2241.434967186302,-2237.3210795986233,-2217.1155659187352,-1106.3169662414002,-2047.3760243498255,-2051.693528074771,-2312.715689921053
2025-12-12 17:58:07.652595,Right,-2376.4207561778603,-2853.308458593907,-2845.75358319073,-2826.694686965551,-1393.0206480354536,-2609.810063639772,-2616.3386922817444,-2943.827604537364
2025-12-12 17:58:07.657583,Right,-2052.6521929608425,-2465.66767078673,-2458.392023186665,-2444.6718382781837,-1398.9064947403385,-2249.3516348218545,-2256.864763272344,-2551.173833589768
2025-12-12 17:58:07.661583,Right,-1260.1348039471777,-1526.5746800216148,-1523.5562355571892,-1511.8038392537273,-962.536615934805,-1388.0927243891638,-1391.6958832730306,-1581.6706823552959
2025-12-12 17:58:07.665604,Right,-971.437594244373,-1177.3487143368693,-1176.2787159887375,-1164.7811294154963,-582.8552342730109,-1076.3776696213754,-1075.7560017976211,-1212.5488473722944
2025-12-12 17:58:07.669628,Right,-1365.8158605636563,-1637.6742375358008,-1633.31061493163,-1625.5843898562016,-755.3846176788211,-1503.3965430804528,-1504.0742906014202,-1687.2012321568327
2025-12-12 17:58:07.673565,Right,-1707.4350119935116,-2050.248727030237,-2042.4875052721472,-2039.3652634973405,-1168.3120253945817,-1877.4653557352722,-1881.6525564190233,-2123.676892530988
2025-12-12 17:58:07.676622,Right,-1450.2611480478663,-1755.0217540613376,-1748.9250688938191,-1746.0951040401123,-1106.9038462179597,-1605.8644805665826,-1608.309436024516,-1822.986229888862
2025-12-12 17:58:07.680587,Right,-894.705437349854,-1084.0945473551983,-1082.1684495953377,-1078.2431934451452,-564.4570752792642,-1000.4022000661353,-997.2109555674251,-1121.3077855226584
2025-12-12 17:58:07.685656,Right,-657.8069787278073,-780.795727736433,-779.779665318667,-778.4839759884635,-284.38405352801783,-729.2100205983734,-725.0851957031991,-802.7594527890906
2025-12-12 17:58:07.689667,Right,-878.4425724261673,-1043.766848354484,-1040.1514783833409,-1041.7238087928854,-599.935500968073,-963.0390331310919,-964.4672123446362,-1082.2380127180368
2025-12-12 17:58:07.693684,Right,-1147.5210094174836,-1384.1153484726092,-1378.8995860108407,-1377.8972160754493,-925.5777600468136,-1265.3561468378175,-1271.0399184258422,-1439.9742639409378
2025-12-12 17:58:07.697687,Right,-1056.1058186013834,-1277.1434162493097,-1273.064011967741,-1268.3551216094056,-710.1898331746343,-1170.1382866159547,-1174.196562975645,-1321.7342068242142
2025-12-12 17:58:07.701707,Right,-649.8541328178835,-769.3967571302783,-766.47037964419,-764.6638338619377,-275.3008562431787,-712.3415861416142,-713.8335901373066,-788.193926230655
2025-12-12 17:58:07.704713,Right,-350.9898919768748,-401.57332549092826,-397.8848632731242,-402.05730203236453,-225.0348670911044,-371.6444083037786,-374.439238221501,-412.07637130562216
2025-12-12 17:58:07.708796,Right,-454.87119940051343,-543.3735720815603,-538.2693310963223,-542.0082580909366,-496.967493400909,-491.3677164889523,-496.2411650386057,-565.399469583761
2025-12-12 17:58:07.713734,Right,-742.8372474033386,-901.2908641689573,-895.5540939567145,-894.2591611441458,-576.2800558086601,-818.6457145169261,-821.988422010385,-930.0195346274995
2025-12-12 17:58:07.717749,Right,-730.953214317211,-873.5676288306131,-867.8662957987399,-867.4833170631318,-351.5274942504766,-800.7568028609385,-800.9254703374463,-892.1117861890816
2025-12-12 17:58:07.721763,Right,-328.4799663174781,-377.64046238409355,-372.5316566673573,-379.3503008390544,-168.17170177109074,-347.107609079394,-346.2009089810308,-382.14794875041116
2025-12-12 17:58:07.724792,Right,-4.540173077082727,-0.7971896695671603,3.1037436519400217,-6.20896954316413,-184.8709010516759,4.624215714109596,5.735486679186579,-1.4985401701997034
2025-12-12 17:58:07.728775,Right,-135.56802151916781,-172.57120269932784,-169.27285413478967,-173.36836370173842,-219.6447121699457,-153.18461676087463,-150.28664311824832,-178.23626155528473
2025-12-12 17:58:07.732734,Right,-444.10808869136963,-532.9385610782192,-528.4815186915221,-529.8434409920592,-178.30207083385903,-492.0642327220412,-487.842373309948,-544.036643510568
2025-12-12 17:58:07.736726,Right,-403.63993045224925,-467.915099651902,-462.05308289220557,-468.51441047556,-159.02704359786003,-435.34414193267,-432.6305653145537,-480.26302382996073
2025-12-12 17:58:07.740820,Right,-23.139354578626808,-17.240843923587818,-12.062399579881458,-23.327748475887347,-146.70514402893605,-16.3263458434958,-15.032935140305199,-25.560066410747822
2025-12-12 17:58:07.745818,Right,196.4867383215751,231.0405127122358,234.4513705985737,224.97210546364659,-27.82904575453722,212.71687113321968,215.94485014514066,229.18619832172408
2025-12-12 17:58:07.749835,Right,41.841393526497995,50.028665466903476,53.69605925818905,46.55753859283868,99.68458508409094,39.518658475833945,44.99776933560497,49.65419110181392
2025-12-12 17:58:07.752820,Right,-136.7179301046708,-149.0878653266118,-143.32286458957242,-153.46514617095818,37.610630861861864,-146.1684680537146,-142.4329313520575,-155.6715747176786
2025-12-12 17:58:07.756794,Right,-24.78543733699189,-17.66624503568164,-11.5645054498018,-24.798055573104648,-103.04190596182889,-19.39249110748642,-18.73161298490595,-28.451148901338456
2025-12-12 17:58:07.760859,Right,204.12946440372616,243.44170768938784,247.12159665577929,236.33583398300107,-24.267859354804386,222.59700385936594,224.46177509172412,239.97346764993563
2025-12-12 17:58:07.764869,Right,250.68347798640752,304.9413398555407,306.93380117784545,298.5724570320599,221.75210393377347,270.05041361290205,276.3138307862173,312.7174725955847
2025-12-12 17:58:07.768893,Right,162.26499045276796,218.66839910949784,221.93888005942063,209.27614918362087,270.57261545341316,182.66090814987547,190.77049897364122,226.6334255281472
