timestamp,label,FC3,C3,CP3,Cz,FCz,FC4,C4,CP4
2025-12-12 18:19:35.901224,Right,2299.4568816035135,2761.2423642446925,2747.308768512076,2472.2948307597985,1754.593684392843,2312.096851792485,2573.046952380736,2831.4537061301116
2025-12-12 18:19:35.918208,Right,12372.787595486265,14858.615088799648,14783.757764314862,13304.033637738172,9492.612106850052,12440.77029504197,13845.45775933895,15237.222478709917
2025-12-12 18:19:35.921299,Right,28314.460698957646,34008.77647485734,33837.728969898424,30450.322872372744,21891.52273152943,28470.939694654066,31688.194797905056,34877.44877340446
2025-12-12 18:19:35.925245,Right,35354.391512040005,42479.985834181825,42266.23896424995,38031.42128613632,27609.89833399636,35554.38889199685,39578.375816372354,43566.73618203694
2025-12-12 18:19:35.929319,Right,23928.933510612158,28777.53208779554,28630.661143118632,25754.339694503054,18881.677009058993,24075.383390219642,26809.50739857716,29509.850802644214
2025-12-12 18:19:35.932307,Right,2803.1764165773056,3404.6410967063566,3381.196480147948,3032.661188563681,2182.6010124981403,2839.072769424587,3172.5604026364745,3477.210361101199
2025-12-12 18:19:35.936393,Right,-13088.759357533272,-15705.1568594852,-15635.135006785917,-14068.19085431064,-10467.147653814347,-13146.004081965686,-14626.915313296486,-16126.476224371349
2025-12-12 18:19:35.940335,Right,-17167.055079271435,-20619.032114942034,-20522.364829125116,-18455.708288708935,-13421.620277043257,-17256.876816919248,-19205.569602924632,-21157.307097585115
2025-12-12 18:19:35.944362,Right,-12360.650236112066,-14836.906133784913,-14765.755294930364,-13279.417791048472,-9306.568698705873,-12425.821098648303,-13823.0172413424,-15216.761135895387
2025-12-12 18:19:35.948363,Right,-5340.506357330771,-6393.746306205052,-6364.823408371769,-5728.734096507309,-3951.2056131519494,-5362.341533698491,-5957.068504923023,-6558.953547307407
2025-12-12 18:19:35.953375,Right,-1449.9569244533777,-1729.5430214894004,-1726.5671092370758,-1552.8896132678492,-1287.934186621278,-1451.0573791315546,-1607.2696523852646,-1781.8744426999474
